0.454349, 0.045435, 0.000000, 0.000000, 0.000000
0.161689, 0.057060, 0.000000, 0.000000, 0.000000
0.023225, 0.053677, 0.000000, 0.000000, 0.000000
0.068837, 0.055193, 0.000000, 0.000000, 0.000000
0.159123, 0.065586, 0.000000, 0.000000, 0.000000
0.209532, 0.079980, 0.000000, 0.000000, 0.000000
0.390464, 0.111029, 0.000000, 0.000000, 0.000000
-0.091875, 0.090738, 0.000000, 0.000000, 0.000000
-0.034986, 0.078166, 0.000000, 0.000000, 0.000000
0.160428, 0.086392, 0.000000, 0.000000, 0.000000
-0.184267, 0.059326, 0.000000, 0.000000, 0.000000
0.151452, 0.068539, 0.000000, 0.000000, 0.000000
0.057700, 0.067455, 0.000000, 0.000000, 0.000000
0.127788, 0.073488, 0.000000, 0.000000, 0.000000
-0.069562, 0.059183, 0.000000, 0.000000, 0.000000
-0.125749, 0.040690, 0.000000, 0.000000, 0.000000
-0.208263, 0.015795, 0.000000, 0.000000, 0.000000
0.069618, 0.021177, 0.000000, 0.000000, 0.000000
-0.080731, 0.010986, 0.000000, 0.000000, 0.000000
0.324486, 0.042336, 0.000000, 0.000000, 0.000000
0.253264, 0.063429, 0.000000, 0.000000, 0.000000
0.195941, 0.076680, 0.000000, 0.000000, 0.000000
-0.104069, 0.058605, 0.000000, 0.000000, 0.000000
-0.057933, 0.046952, 0.000000, 0.000000, 0.000000
0.011587, 0.043415, 0.000000, 0.000000, 0.000000
0.046478, 0.043721, 0.000000, 0.000000, 0.000000
0.173869, 0.056736, 0.000000, 0.000000, 0.000000
0.334924, 0.084555, 0.000000, 0.000000, 0.000000
0.023006, 0.078400, 0.000000, 0.000000, 0.000000
0.473985, 0.117958, 0.000000, 0.000000, 0.000000
-0.057746, 0.100388, 0.000000, 0.000000, 0.000000
0.175108, 0.107860, 0.000000, 0.000000, 0.000000
0.404379, 0.137512, 0.000000, 0.000000, 0.000000
-0.219302, 0.101831, 0.000000, 0.000000, 0.000000
-0.080893, 0.083558, 0.000000, 0.000000, 0.000000
0.219081, 0.097110, 0.000000, 0.000000, 0.000000
0.220011, 0.109400, 0.000000, 0.000000, 0.000000
0.230241, 0.121485, 0.000000, 0.000000, 0.000000
-0.127918, 0.096544, 0.000000, 0.000000, 0.000000
0.022996, 0.089189, 0.000000, 0.000000, 0.000000
0.103422, 0.090613, 0.000000, 0.000000, 0.000000
0.287916, 0.110343, 0.000000, 0.000000, 0.000000
0.045736, 0.103882, 0.000000, 0.000000, 0.000000
0.150200, 0.108514, 0.000000, 0.000000, 0.000000
0.220814, 0.119744, 0.000000, 0.000000, 0.000000
0.335668, 0.141336, 0.000000, 0.000000, 0.000000
0.230937, 0.150296, 0.000000, 0.000000, 0.000000
-0.207259, 0.114541, 0.000000, 0.000000, 0.000000
0.000000, 0.103087, 0.000000, 0.000000, 0.000000
0.058133, 0.098591, 0.000000, 0.000000, 0.000000
-0.057526, 0.082980, 0.000000, 0.000000, 0.000000
0.322335, 0.106915, 0.000000, 0.000000, 0.000000
0.219567, 0.118180, 0.000000, 0.000000, 0.000000
0.023038, 0.108666, 0.000000, 0.000000, 0.000000
0.080731, 0.105873, 0.000000, 0.000000, 0.000000
-0.023057, 0.092980, 0.000000, 0.000000, 0.000000
-0.115772, 0.072105, 0.000000, 0.000000, 0.000000
0.092301, 0.074124, 0.000000, 0.000000, 0.000000
0.391641, 0.105876, 0.000000, 0.000000, 0.000000
0.069114, 0.102200, 0.000000, 0.000000, 0.000000
0.057851, 0.097765, 0.000000, 0.000000, 0.000000
-0.104111, 0.077577, 0.000000, 0.000000, 0.000000
0.080975, 0.077917, 0.000000, 0.000000, 0.000000
0.218553, 0.091981, 0.000000, 0.000000, 0.000000
0.219833, 0.104766, 0.000000, 0.000000, 0.000000
0.448332, 0.139123, 0.000000, 0.000000, 0.000000
0.298293, 0.155040, 0.000000, 0.000000, 0.000000
0.069365, 0.146472, 0.000000, 0.000000, 0.000000
0.069212, 0.138746, 0.000000, 0.000000, 0.000000
-0.115492, 0.113322, 0.000000, 0.000000, 0.000000
0.218993, 0.123889, 0.000000, 0.000000, 0.000000
-0.011549, 0.110345, 0.000000, 0.000000, 0.000000
0.150140, 0.114325, 0.000000, 0.000000, 0.000000
0.265309, 0.129423, 0.000000, 0.000000, 0.000000
0.208179, 0.137299, 0.000000, 0.000000, 0.000000
0.103922, 0.133961, 0.000000, 0.000000, 0.000000
0.126888, 0.133254, 0.000000, 0.000000, 0.000000
0.369049, 0.156833, 0.000000, 0.000000, 0.000000
0.046150, 0.145765, 0.000000, 0.000000, 0.000000
0.138674, 0.145056, 0.000000, 0.000000, 0.000000
0.196217, 0.150172, 0.000000, 0.000000, 0.000000
0.000000, 0.135155, 0.000000, 0.000000, 0.000000
0.392272, 0.160867, 0.000000, 0.000000, 0.000000
-0.068865, 0.137893, 0.000000, 0.000000, 0.000000
0.208095, 0.144914, 0.000000, 0.000000, 0.000000
0.172196, 0.147642, 0.000000, 0.000000, 0.000000
-0.046225, 0.128255, 0.000000, 0.000000, 0.000000
