0.404154, 0.040415, 0.000808, 0.000000
0.000000, 0.036374, 0.001536, 0.000001
-0.011622, 0.031574, 0.002167, 0.000002
0.383437, 0.066761, 0.003502, 0.000003
0.046290, 0.064713, 0.004797, 0.000005
0.139546, 0.072197, 0.006241, 0.000008
0.183492, 0.083326, 0.007907, 0.000011
-0.127272, 0.062266, 0.009153, 0.000014
0.255886, 0.081628, 0.010785, 0.000019
0.263980, 0.099864, 0.012782, 0.000024
0.127710, 0.102648, 0.014835, 0.000030
-0.080926, 0.084291, 0.016521, 0.000036
0.080118, 0.083873, 0.018199, 0.000044
-0.081601, 0.067326, 0.019545, 0.000052
0.069365, 0.067530, 0.020896, 0.000060
0.324027, 0.093180, 0.022759, 0.000069
0.151237, 0.098985, 0.024739, 0.000079
-0.011577, 0.087929, 0.026498, 0.000089
0.174115, 0.096548, 0.028429, 0.000101
0.104788, 0.097372, 0.030376, 0.000113
0.288728, 0.116507, 0.032706, 0.000126
0.311135, 0.135970, 0.035426, 0.000140
0.115772, 0.133950, 0.038105, 0.000155
-0.277963, 0.092759, 0.039960, 0.000171
-0.127143, 0.070769, 0.041375, 0.000188
0.368826, 0.100574, 0.043387, 0.000205
0.310448, 0.121562, 0.045818, 0.000224
0.092749, 0.118680, 0.048191, 0.000243
0.139320, 0.120744, 0.050606, 0.000263
0.046290, 0.113299, 0.052872, 0.000284
-0.289077, 0.073061, 0.054334, 0.000306
0.092767, 0.075032, 0.055834, 0.000328
0.220634, 0.089592, 0.057626, 0.000351
0.173342, 0.097967, 0.059585, 0.000375
0.255471, 0.113718, 0.061860, 0.000400
0.267463, 0.129092, 0.064442, 0.000426
0.092059, 0.125389, 0.066949, 0.000453
0.092674, 0.122117, 0.069392, 0.000480
0.023225, 0.112228, 0.071636, 0.000509
-0.046039, 0.096401, 0.073564, 0.000538
0.198415, 0.106603, 0.075696, 0.000569
0.150534, 0.110996, 0.077916, 0.000600
0.127684, 0.112665, 0.080170, 0.000632
0.336347, 0.135033, 0.082870, 0.000665
0.231824, 0.144712, 0.085764, 0.000699
0.172889, 0.147530, 0.088715, 0.000735
-0.046113, 0.128165, 0.091278, 0.000771
0.184489, 0.133798, 0.093954, 0.000809
0.151175, 0.135535, 0.096665, 0.000848
-0.126760, 0.109306, 0.098851, 0.000887
0.358599, 0.134235, 0.101536, 0.000928
0.267625, 0.147574, 0.104487, 0.000970
0.300943, 0.162911, 0.107746, 0.001013
0.325473, 0.179167, 0.111329, 0.001057
0.057641, 0.167015, 0.114669, 0.001103
0.174397, 0.167753, 0.118024, 0.001150
-0.195587, 0.131419, 0.120653, 0.001199
0.208431, 0.139120, 0.123435, 0.001248
0.196732, 0.144881, 0.126333, 0.001298
0.057595, 0.136153, 0.129056, 0.001350
0.011591, 0.123697, 0.131530, 0.001403
0.393937, 0.150721, 0.134544, 0.001457
0.011584, 0.136807, 0.137280, 0.001511
0.325144, 0.155641, 0.140393, 0.001568
0.046169, 0.144693, 0.143287, 0.001625
-0.011584, 0.129066, 0.145868, 0.001683
-0.046215, 0.111538, 0.148099, 0.001743
0.197090, 0.120093, 0.150501, 0.001803
0.242923, 0.132376, 0.153148, 0.001864
0.452415, 0.164380, 0.156436, 0.001927
0.405031, 0.188445, 0.160205, 0.001991
0.173727, 0.186973, 0.163944, 0.002056
0.218816, 0.190158, 0.167747, 0.002123
0.069787, 0.178121, 0.171310, 0.002192
-0.150321, 0.145276, 0.174215, 0.002262
0.161753, 0.146924, 0.177154, 0.002332
0.324092, 0.164641, 0.180447, 0.002405
-0.046299, 0.143547, 0.183318, 0.002478
-0.116218, 0.117570, 0.185669, 0.002552
0.103817, 0.116195, 0.187993, 0.002627
0.230611, 0.127637, 0.190546, 0.002704
0.218728, 0.136746, 0.193281, 0.002781
0.392035, 0.162275, 0.196526, 0.002859
0.093088, 0.155356, 0.199633, 0.002939
0.034592, 0.143280, 0.202499, 0.003020
0.161007, 0.145052, 0.205400, 0.003103
0.355940, 0.166141, 0.208723, 0.003186
-0.011577, 0.148369, 0.211690, 0.003271
0.209447, 0.154477, 0.214779, 0.003357
0.115515, 0.150581, 0.217791, 0.003444
-0.057769, 0.129746, 0.220386, 0.003532
0.069491, 0.123720, 0.222860, 0.003621
0.186288, 0.129977, 0.225460, 0.003711
0.161982, 0.133178, 0.228124, 0.003802
-0.138478, 0.106012, 0.230244, 0.003895
0.172646, 0.112675, 0.232497, 0.003988
0.219434, 0.123351, 0.234964, 0.004082
0.510415, 0.162058, 0.238205, 0.004177
0.220858, 0.167938, 0.241564, 0.004273
0.023103, 0.153454, 0.244633, 0.004371
0.127555, 0.150864, 0.247651, 0.004470
0.162474, 0.152025, 0.250691, 0.004571
0.172058, 0.154029, 0.253772, 0.004672
0.393142, 0.177940, 0.257330, 0.004775
-0.011584, 0.158987, 0.260510, 0.004879
0.161884, 0.159277, 0.263696, 0.004985
-0.069901, 0.136359, 0.266423, 0.005091
0.344596, 0.157183, 0.269567, 0.005199
0.264989, 0.167964, 0.272926, 0.005308
0.312645, 0.182432, 0.276574, 0.005419
0.267572, 0.190946, 0.280393, 0.005531
0.524135, 0.224265, 0.284879, 0.005645
0.148612, 0.216699, 0.289213, 0.005761
0.171304, 0.212160, 0.293456, 0.005878
0.469438, 0.237888, 0.298214, 0.005997
0.415261, 0.255625, 0.303326, 0.006119
0.377016, 0.267764, 0.308681, 0.006242
-0.094564, 0.231531, 0.313312, 0.006368
0.213192, 0.229697, 0.317906, 0.006495
0.931731, 0.299901, 0.323904, 0.006624
1.967308, 0.466641, 0.333237, 0.006758
3.069438, 0.726921, 0.347775, 0.006897
4.221078, 1.076337, 0.369302, 0.007044
5.878371, 1.556540, 0.400433, 0.007205
7.199179, 2.120804, 0.442849, 0.007382
8.596520, 2.768376, 0.498216, 0.007581
10.054915, 3.497030, 0.568157, 0.007808
