0.078811, 0.007881, 0.000337, 0.000007, 0.000000
-0.034460, 0.003647, 0.000156, 0.000010, 0.000000
0.011587, 0.004441, 0.000190, 0.000014, 0.000001
0.276233, 0.031620, 0.001353, 0.000041, 0.000001
-0.023168, 0.026141, 0.001119, 0.000063, 0.000003
-0.023281, 0.021199, 0.000907, 0.000081, 0.000004
0.265363, 0.045615, 0.001953, 0.000120, 0.000007
0.290603, 0.070114, 0.003001, 0.000180, 0.000010
0.186250, 0.081728, 0.003498, 0.000250, 0.000015
0.475423, 0.121097, 0.005183, 0.000354, 0.000022
0.115913, 0.120579, 0.005161, 0.000457, 0.000032
0.058263, 0.114347, 0.004895, 0.000555, 0.000043
0.172855, 0.120198, 0.005145, 0.000658, 0.000056
0.323766, 0.140555, 0.006016, 0.000778, 0.000071
0.194688, 0.145968, 0.006248, 0.000903, 0.000089
-0.011496, 0.130222, 0.005574, 0.001015, 0.000110
0.337303, 0.150930, 0.006460, 0.001144, 0.000133
0.278752, 0.163712, 0.007008, 0.001284, 0.000158
0.217984, 0.169139, 0.007240, 0.001429, 0.000187
0.000000, 0.152225, 0.006516, 0.001559, 0.000218
0.069211, 0.143924, 0.006161, 0.001682, 0.000252
0.127067, 0.142238, 0.006088, 0.001804, 0.000288
0.092301, 0.137244, 0.005875, 0.001922, 0.000326
0.763127, 0.199833, 0.008554, 0.002093, 0.000368
0.866126, 0.266462, 0.011406, 0.002321, 0.000415
-0.457074, 0.194109, 0.008309, 0.002487, 0.000464
0.593953, 0.234093, 0.010020, 0.002687, 0.000518
-0.387200, 0.171964, 0.007361, 0.002835, 0.000575
-0.323214, 0.122446, 0.005241, 0.002940, 0.000633
0.550799, 0.165281, 0.007075, 0.003081, 0.000695
1.501526, 0.298906, 0.012794, 0.003337, 0.000762
1.863525, 0.455368, 0.019491, 0.003727, 0.000836
3.012174, 0.711048, 0.030435, 0.004335, 0.000923
4.264257, 1.066369, 0.045642, 0.005248, 0.001028
5.456916, 1.505424, 0.064431, 0.006537, 0.001159
5.986718, 1.953553, 0.083604, 0.008209, 0.001323
7.353719, 2.493570, 0.106702, 0.010343, 0.001530
7.490599, 2.993273, 0.128066, 0.012904, 0.001788
7.517306, 3.445676, 0.147401, 0.015852, 0.002105
7.581244, 3.859233, 0.165066, 0.019154, 0.002488
8.451926, 4.318502, 0.184675, 0.022847, 0.002945
9.381676, 4.824820, 0.206279, 0.026973, 0.003484
10.294544, 5.371792, 0.229599, 0.031565, 0.004116
11.400670, 5.974679, 0.255278, 0.036670, 0.004849
11.785403, 6.555752, 0.280002, 0.042270, 0.005695
13.346672, 7.234844, 0.308859, 0.048447, 0.006663
14.564757, 7.967835, 0.339959, 0.055247, 0.007768
16.400766, 8.811128, 0.375668, 0.062760, 0.009024
18.925804, 9.822596, 0.418392, 0.071128, 0.010446
19.236191, 10.763955, 0.458037, 0.080289, 0.012052
19.873409, 11.674900, 0.496284, 0.090214, 0.013856
20.842642, 12.591674, 0.534648, 0.100907, 0.015874
21.702215, 13.502728, 0.572638, 0.112360, 0.018122
21.897554, 14.342210, 0.607516, 0.124510, 0.020612
22.517817, 15.159771, 0.641357, 0.137337, 0.023359
23.197815, 15.963575, 0.674502, 0.150828, 0.026375
25.843615, 16.951580, 0.715059, 0.165129, 0.029678
26.714525, 17.927876, 0.754927, 0.180227, 0.033282
27.259916, 18.861080, 0.792831, 0.196084, 0.037204
29.738829, 19.948854, 0.836747, 0.212819, 0.041460
30.581240, 21.012093, 0.879381, 0.230406, 0.046068
30.570305, 21.967915, 0.917449, 0.248755, 0.051043
32.900326, 23.061155, 0.960677, 0.267969, 0.056403
34.599472, 24.214987, 1.005921, 0.288087, 0.062165
35.323696, 25.325857, 1.049096, 0.309069, 0.068346
36.747787, 26.468050, 1.093076, 0.330931, 0.074965
38.123184, 27.633564, 1.137506, 0.353681, 0.082038
38.667595, 28.736967, 1.179136, 0.377264, 0.089584
39.816078, 29.844879, 1.220495, 0.401674, 0.097617
41.007832, 30.961174, 1.261706, 0.426908, 0.106155
42.059799, 32.071037, 1.302205, 0.452952, 0.115214
43.258362, 33.189770, 1.342532, 0.479802, 0.124810
44.694149, 34.340206, 1.383469, 0.507472, 0.134960
45.950954, 35.501282, 1.424219, 0.535956, 0.145679
47.624126, 36.713566, 1.466141, 0.565279, 0.156984
49.100815, 37.952290, 1.508300, 0.595445, 0.168893
49.702190, 39.127281, 1.547638, 0.626398, 0.181421
49.520088, 40.166561, 1.581891, 0.658036, 0.194582
51.048820, 41.254787, 1.617200, 0.690380, 0.208390
52.658764, 42.395184, 1.653574, 0.723451, 0.222859
53.526237, 43.508289, 1.688447, 0.757220, 0.238003
53.009254, 44.458385, 1.717709, 0.791574, 0.253834
52.854618, 45.298008, 1.743176, 0.826438, 0.270363
53.381588, 46.106365, 1.767341, 0.861784, 0.287599
53.893108, 46.885040, 1.790285, 0.897590, 0.305551
54.769600, 47.673496, 1.813182, 0.933854, 0.324228
55.190334, 48.425179, 1.834690, 0.970548, 0.343639
53.987423, 48.981403, 1.850403, 1.007556, 0.363790
52.681038, 49.351368, 1.860757, 1.044771, 0.384685
51.523968, 49.568626, 1.866802, 1.082107, 0.406327
51.544453, 49.766209, 1.872276, 1.119552, 0.428718
52.317066, 50.021294, 1.879310, 1.157139, 0.451861
52.448387, 50.264004, 1.885968, 1.194858, 0.475758
51.936161, 50.431221, 1.890535, 1.232669, 0.500412
51.867378, 50.574837, 1.894445, 1.270558, 0.525823
52.207275, 50.738079, 1.898875, 1.308535, 0.551994
52.551636, 50.919434, 1.903778, 1.346611, 0.578926
52.102272, 51.037716, 1.906966, 1.384750, 0.606621
51.677830, 51.101727, 1.908688, 1.422924, 0.635079
51.722309, 51.163784, 1.910355, 1.461131, 0.664302
51.325226, 51.179928, 1.910788, 1.499346, 0.694289
50.749126, 51.136848, 1.909631, 1.537539, 0.725039
50.794220, 51.102585, 1.908711, 1.575713, 0.756554
50.741692, 51.066494, 1.907740, 1.613868, 0.788831
50.505871, 51.010433, 1.906232, 1.651993, 0.821871
51.070629, 51.016453, 1.906394, 1.690121, 0.855673
50.966438, 51.011452, 1.906259, 1.728246, 0.890238
49.665806, 50.876888, 1.902630, 1.766299, 0.925564
50.363510, 50.825550, 1.901242, 1.804323, 0.961651
51.260971, 50.869091, 1.902419, 1.842372, 0.998498
51.478973, 50.930080, 1.904066, 1.880453, 1.036107
50.736500, 50.910721, 1.903543, 1.918524, 1.074478
49.893391, 50.808987, 1.900795, 1.956540, 1.113608
49.752064, 50.703293, 1.897932, 1.994498, 1.153498
50.546116, 50.687576, 1.897506, 2.032449, 1.194147
50.602161, 50.679035, 1.897275, 2.070394, 1.235555
49.551361, 50.566269, 1.894212, 2.108278, 1.277721
49.248039, 50.434444, 1.890623, 2.146091, 1.320642
49.439854, 50.334984, 1.887909, 2.183849, 1.364319
50.115726, 50.313057, 1.887309, 2.221595, 1.408751
51.143219, 50.396072, 1.889577, 2.259387, 1.453939
50.756031, 50.432068, 1.890558, 2.297198, 1.499883
49.714901, 50.360352, 1.888602, 2.334970, 1.546582
49.640175, 50.288334, 1.886633, 2.372702, 1.594036
49.685131, 50.228012, 1.884983, 2.410402, 1.642244
50.679176, 50.273129, 1.886217, 2.448126, 1.691207
50.772507, 50.323067, 1.887583, 2.485878, 1.740924
50.292103, 50.319969, 1.887498, 2.523628, 1.791397
49.725166, 50.260490, 1.885872, 2.561345, 1.842624
50.725040, 50.306946, 1.887142, 2.599088, 1.894606
50.616226, 50.337875, 1.887988, 2.636848, 1.947343
50.079357, 50.312023, 1.887281, 2.674594, 2.000835
49.930195, 50.273842, 1.886237, 2.712318, 2.055081
50.627056, 50.309162, 1.887203, 2.750062, 2.110082
50.352283, 50.313473, 1.887321, 2.787809, 2.165838
50.429214, 50.325047, 1.887637, 2.825562, 2.222350
50.781998, 50.370743, 1.888885, 2.863339, 2.279616
50.242249, 50.357895, 1.888534, 2.901110, 2.337639
50.758064, 50.397911, 1.889627, 2.938902, 2.396417
49.807766, 50.338898, 1.888016, 2.976663, 2.455950
49.704506, 50.275459, 1.886281, 3.014388, 2.516238
50.525410, 50.300453, 1.886965, 3.052128, 2.577280
50.181938, 50.288601, 1.886641, 3.089860, 2.639077
49.972763, 50.257019, 1.885777, 3.127576, 2.701629
49.137306, 50.145046, 1.882709, 3.165230, 2.764934
49.234505, 50.053993, 1.880209, 3.202834, 2.828990
48.995728, 49.948166, 1.877297, 3.240380, 2.893798
48.707516, 49.824100, 1.873875, 3.277858, 2.959355
49.022110, 49.743900, 1.871659, 3.315291, 3.025661
49.376808, 49.707191, 1.870643, 3.352704, 3.092715
48.800285, 49.616501, 1.868130, 3.390066, 3.160516
49.071659, 49.562016, 1.866619, 3.427398, 3.229064
48.996048, 49.505417, 1.865046, 3.464699, 3.298358
49.548920, 49.509766, 1.865167, 3.502003, 3.368398
50.107449, 49.569534, 1.866827, 3.539339, 3.439185
51.000771, 49.712658, 1.870794, 3.576755, 3.510720
